[💭일반],도저히 못참겠다,xehc,"
크아악  - dc official App
","/mgallery/board/view/?id=mouse&no=655082&search_head=0&page=1
"
말머리,제목,닉네임,본문,글 링크
[💭일반],np01s vs 람쏜,NVY,"
뭐살까 np01s 중고로 살라했는데 매물이 읍스  - dc official App
","/mgallery/board/view/?id=mouse&no=655081&search_head=0&page=1
"
말머리,제목,닉네임,본문,글 링크
[💭일반],난 반강제 슬라패드인데 ㅅㅂ,가람큰사,"
집에 키우는 좆냥이 두마리가 직물패드 보면 올라가서 다 긁어놓음ㅋㅋㅋㅋㅋㅋㅋㅋ원래 새턴 프로로 졸업했었는데 좆냥이쉑들 새벽마다 올라가서 다 긁어놔서 마우스 트래킹하면 발톱자국때문에 에임승천함
","/mgallery/board/view/?id=mouse&no=655080&search_head=0&page=1
"
말머리,제목,닉네임,본문,글 링크
[💭일반],잠자리 4k 동글 대충 보고 사다 좆될뻔,ㅇㅇ,"
ㄹㅇ
","/mgallery/board/view/?id=mouse&no=655079&search_head=0&page=1
"
[💭일반],로지텍 마우스 찌걱거리는데 wd 뿌려도 됨?,ㅇㅇ,"
올해 3월에 구매한 지프로 유선 정품인데 컴퓨터 오랜만에 켜서 마우스 잡으면 일단 안찌걱 거리는데롤 한두판 하다보면 양쪽 다 찌걱 찌걱 거려서 분필에 손톱 긁는 느낌마냥 소름돋는데이거 WD 뿌리면 뭔가 괜찮아질거같은데뿌려도 됨?뿌렸다가 마우스 ㅈ창 나면 걍 빅스마일데이때 새제품 하나 더 구매
","/mgallery/board/view/?id=mouse&no=655078&search_head=0&page=1
"
[💭일반],밥패드 브레이킹 왜 욕먹음??,ㅇㅇ,"
개인적으로 ROCCAT KONE PRO AIR + 밥패드 브레이킹 인생 조합으로 쓰고 있는데 왜 욕먹음? 진짜 몰라서 물어봄. 내가 모르는 단점이 있나 싶어서. 
","/mgallery/board/view/?id=mouse&no=655077&search_head=0&page=1
"
[💭일반],님덜 레이저 기간투스 패드 내구성 어떤편임?,ㅇㅇ,"
퀵헤비랑 기간투스 중에 고민중인데 뭐가 더 괜찮나요?
","/mgallery/board/view/?id=mouse&no=655075&search_head=0&page=1
"
[💭일반],솔직히 유선 무선 체감 됨?,챙겨,"
무선은 좆구린 것만 써보고유선은 하이스펙이 헤이스트2인데헤이스트 써보니까 진짜 존나 가볍고 좋더라고근데 무선 체감이 되냐?진짜 궁금하네 잠자리 할인하던데 사볼까
","/mgallery/board/view/?id=mouse&no=655074&search_head=0&page=1
"
[💭일반],지슈라 > xe무 넘어감 후기,ㅇㅇ,"
17 10 10 전형적인 치와와지만개잡식성으로 x2v2 민희부터 데브삼까지그냥 골고루 다 먹는놈임 최근에 펄사꺼 쓰다가 지슈라 그리워서지슈라 사용하는데 클릭압이 갑자기 신경쓰이면서살짝큰느낌을 지울수가없어서 xe무도 추가구매결과적으로는 만족 지슈라에비해 등은 큰 차이없는것같은데엉덩이가 푹 내려가있는 그립감경쟁모드 모션싱크 키니까 1k > 4k는 못느꼇는데센서빠릿빠릿한게 확 와닿음 메인마우스로 손색없는듯!
","/mgallery/board/view/?id=mouse&no=655073&search_head=0&page=1
"
[💭일반],씨이발 헤이스트2 언제 할인하냐고,챙겨,"
유선 말이야 유선 ㅠㅠㅠ씨발 할인 좀ㅎ ㅐ주세요
","/mgallery/board/view/?id=mouse&no=655072&search_head=0&page=1
"
[💭일반],콰오아 에센셜 못기다리고 질렀다,op1goat,"
지금까지 패드gsr gsr2 gsr루즈 g640 골리아투스컨트롤 하엑퓨s 벡시pa사신 주작 정도 써봤는데gsr루즈가 가장 만족스럽고표면 부드러운 밸슬이 잘맞는거 같아서 es2, p-51, 콰오아 에센셜 고민하다가es2는 걍 펄사꺼라 믿음 안가고 오버로크ㅂㄹ일꺼같아서 패스에센셜 사고싶었지만 이번주금이나 다음주 들어온대서 못참고퓨어트랙 p-51 지름기대된다. pa, g640처럼 땀 좀만 나면 늪되는 느낌만 아니였음 좋겠다.
","/mgallery/board/view/?id=mouse&no=655071&search_head=0&page=1
"
[💭일반],벡시 씹덕패드 괜히 산듯,ㅇㅇ,"
이번에 씹덕패드 ㅈㄴ 압도적으로 뽑히는거 보고 앞으로 공모전에서 씹덕패드 계속 나올텐데 이번꺼보다 더 이쁜거 나올거 생각하면 굳이 안사도 됐을듯 근데 좆냥이 패드는 후회없다 그냥 볼때마다 웃음벨ㅋㅋ 
","/mgallery/board/view/?id=mouse&no=655070&search_head=0&page=1
"
[💭일반],데브삼 쓰는사람중에 바코드 부분에 피트 diy로 붙인사람 있음?,ㅇㅇ,"
ㅇㅇ
","/mgallery/board/view/?id=mouse&no=655069&search_head=0&page=1
"
[💭일반],방금 m3s pro 4k 배송 메세지 떴다!!!,ㅇㅇ,"
오늘온다고 하네 기대된다 핑크로 시켰는데 제발 반만 가자  - dc official App
","/mgallery/board/view/?id=mouse&no=655067&search_head=0&page=1
"
[💭일반],바실리스크 이건 손크기 작은사람이 써도되는거야?,ㅇㅇ,"
바실리스크 이건 손크기 작은사람이 써도되는거야? 
","/mgallery/board/view/?id=mouse&no=655066&search_head=0&page=1
"
[💭일반],파마 산애들 앞자리 몇이냐,nR,"
난 225라 내년 삘이다..6시 4분결제인데 225까지 밀리는거 보면해외배송은 후순위라 그런듯열리자마자 샀는데도 꽤 밀리네
","/mgallery/board/view/?id=mouse&no=655065&search_head=0&page=1
"
[💭일반],일본 놀러갔다옴,ㅇㅇ,"
보기엔 비싸보이는데 지금 환율에 면세까지하면 그리 차이 안남볼거없더라아티산 패드 제로는 제일 큰사이즈 말고 없어서 안사옴- dc official App
","/mgallery/board/view/?id=mouse&no=655064&search_head=0&page=1
"
[💭일반],잠자리 그거 결국 값싼 쓰레기아님ㅋㅋ,살려줘요레바테인,"
어그로 죄송합니다.. 블루투스 지원하는 10만원 근처 버튼 4개 이상 무선 마우스 없을까요? 지금 알아본건 데스에더2 하이퍼스피드인데 이거보다 괜찮은거 있을까요? 
","/mgallery/board/view/?id=mouse&no=655058&search_head=0&page=2
"
[💭일반],gsr2 써본사람 있음? 후기좀,응아니야,"
2년반쓴 gsr 솔기올라와서 표면이 사포마냥 꺼끌꺼끌거리는데 혹시 gsr2 써본사람 있으면 후기좀  - dc official App
","/mgallery/board/view/?id=mouse&no=655057&search_head=0&page=2
"
[💭일반],xm2we 3달차 사용후기,ㅇㅇ,"
https://gall.dcinside.com/m/mouse/617088 xm2we 사용후기  - 마우스 마이너 갤러리아침에 일어나자마자 비대면 택배 와있어서 싱글벙글 언박싱하고 1시간 정도 써봤음일단 G304쓰던 사람들한테는 조금 크다고 생각될 수 있을듯난 G304쓰기 전까지는 큰 마우스를 사용해왔어서 딱히 불편함은 없는데 몇년간 gall.dcinside.com친구가 마우스 추천해달라길래 갑자기 생각나서 글싸지름xm2we 마우스 자체는 존나 잘만든거 ㅇㅈ 근데 우클말고 좌클에서 끼익? 거리는 그런 소리 날 때 있는데 그 때마다 줘패서 고쳤고 지금은 좀 잠잠해졌음그리고 클릭압 실상 오래 사용하면 크게 못 느끼는데 피씨방 같은 곳에서 다른 마우스 한번 만지면 오히려 역으로""어 씨발 이 마우스 스치기만 해도 눌리노"" <- ㄹㅇ 이렇게 됨3줄요약1.잘만듬2.좌클에 끼익거리는 소리 날 수 있음 개좆같음3.클릭압 생각보다 쓰다보면 체감X 근데 다른 마우스 쥐면 바로 역체감O
","/mgallery/board/view/?id=mouse&no=655056&search_head=0&page=2
"
[💭일반],히엔 웨이브 사이 표면 부드러운거 머ㅓ없나,RVS750,"
구하기 편한거중에- dc official App
","/mgallery/board/view/?id=mouse&no=655055&search_head=0&page=2
"
[💭일반],하티플 펌웨어 소프트웨어 어떻게 설치하나요 ?,ㅇㅇ,"
펌웨어랑소프트웨어다깔았는데클릭만되고 마우스가 안움직여
","/mgallery/board/view/?id=mouse&no=655054&search_head=0&page=2
"
[💭일반],ax는 다음주 출시임,xehc,"
내가 봄  - dc official App
","/mgallery/board/view/?id=mouse&no=655053&search_head=0&page=2
"
[💭일반],피방 장패드랑 제일 느낌 비슷한 패드 추천좀,cydayz,"
가로세로 크기가 큰 마패좀 써보고싶어서 처음 해보는건데 뉴비라 슬라이드 브레이킹 감을 잘 모르겠음 대충 피방 장패드느낌이면 다 좋을거같은데 머가좋을까?  - dc official App
","/mgallery/board/view/?id=mouse&no=655052&search_head=0&page=2
"
[💭일반],이번 Pa 크게나옴?,RVS750,"
왜 다 커보이지 원래 좇만한데- dc official App
","/mgallery/board/view/?id=mouse&no=655051&search_head=0&page=2
"
[💭일반],지금보면 i9에 4090 갔어야됐나 싶음,DarK,"
카스2 qhd 280 방어 안돼서 슬픔 해상도랑 옵션타협하면 되기야 하겠지만 이제는 찰흙이 너무 싫어졌어 
","/mgallery/board/view/?id=mouse&no=655050&search_head=0&page=2
"
[💭일반],잠자리 알리에서 사신 분,Clear11,"
9일에 샀는데 지금까지 트래킹 조차 아예 안돼문의 넣으면 인내심 가지라는데 ;;알리에서 시킨 사람 있냐
","/mgallery/board/view/?id=mouse&no=655049&search_head=0&page=2
"
[💭일반],아크티스 노바프로 어떤가요,Nurimaru7,"
마이크가 중요헌데 물처먹은거 같은, 휴대폰 스피커폰 같은 마이크음질 되게 싫어하는데 노바 프로 유선 괜찮을까?  - dc official App
","/mgallery/board/view/?id=mouse&no=655048&search_head=0&page=2
"
[💭일반],아니 내 사슴 왜 인천에서 대전으로가는데,ㅇㅇ,"
나 경기도사는데 왜 대전hub들려서와 ㅠㅠ
","/mgallery/board/view/?id=mouse&no=655047&search_head=0&page=2
"
[💭일반],x2h es는 퍼먹어보고 싶긴함,DarK,"
근데 펄브삼도 저렇게 밀리는 판에 x2h는 언제 나올지 모르겠네 
","/mgallery/board/view/?id=mouse&no=655046&search_head=0&page=2
"
[💭일반],펄브삼 es 얼마에 나올까,ㅇㅇ,"
20은 넘겠지? ㅅㅂ 
","/mgallery/board/view/?id=mouse&no=655045&search_head=0&page=2
"
[💭일반],오버워치 지슈라2 + 퀵헤비 쓰는데,ㅇㅇ,"
겐지같은건 하기 좋은데  맥크리 애쉬 히트스캔 영웅하면 에임이 손에 감기는 느낌이 없는데 패드를 뭘써야하냐...  - dc official App
","/mgallery/board/view/?id=mouse&no=655044&search_head=0&page=2
"
[💭일반],형들 502 쉘인데 버튼 많이 안달린 마우스 있을까?,ㅇㅇ,"
10만 안쪽으로 추천해주라가벼울수록 좋음!
","/mgallery/board/view/?id=mouse&no=655043&search_head=0&page=2
"
[💭일반],중고나라 할때마다 너무 스트레스 받는다,ㅇㅇ,"
네고는 차단한다고 본문에 써놨는데도 바로 네고 떄려버림 택배비빼달라고네고하는 색기들한테 문자오면 그날 기분 잡치는데 나만 그런가 싶기도함
","/mgallery/board/view/?id=mouse&no=655042&search_head=0&page=2
"
[💭일반],파마무 배송왔는데 마우스 다 깨져있으면 재밌겠네 ㅋㅋ,ㅇㅇ,"
브로큰에디션- dc official App
","/mgallery/board/view/?id=mouse&no=655041&search_head=0&page=2
"
[💭일반],파마무 왔나,ㅇㅇ,"
응 짭파마  - dc official App
","/mgallery/board/view/?id=mouse&no=655040&search_head=0&page=2
"
[💭일반],aj199 4k 버전 모션싱크 끌 수 있음??,이마붕,"
aj199는 모션싱크 못꺼서 좀 불편한디 
","/mgallery/board/view/?id=mouse&no=655039&search_head=0&page=2
"
[💭일반],모바 1주일정도 썻는데,ㅇㅇ,"
다른건 모르겠고 휠 올리고 내릴때구분감 있는기준2번에 1번은 안내려가네 ㅅㅂ;;뽑기망한거냐 ㅋㅋ 튀는건아니고 인식을 못하나
","/mgallery/board/view/?id=mouse&no=655038&search_head=0&page=2
"
[💭일반],DPI랑 폴링레이트랑 관련있음?,CR2032,"
304쓰는데 125Hz를 쓰면 DPI가 800이 맞고 1000Hz를 쓰면 대충 1600이 맞음 폴링레이트가 딱히 체감은 없다는건 아는데 DPI가 달라지는건 뭐때문임 
","/mgallery/board/view/?id=mouse&no=655037&search_head=0&page=2
"
[💭일반],데브삼 20.7만원 ㄱㅊ?,감차,"
이맛 상품권 있어서 거기서 사려구하는데20.7만원ㅇ ㅓ떰
","/mgallery/board/view/?id=mouse&no=655036&search_head=0&page=2
"
[💭일반],공쥬님들 잠자리 오빠 꾸나신으로 갔는데,ㅇㅇ,"
곰신 신고 기다리면 언젠간 오겠죠♡♡♡♡♡?  - dc official App
","/mgallery/board/view/?id=mouse&no=655035&search_head=0&page=2
"
[💭일반],티몬에서 잠자리 사려햇는데,ㅇㅇ,"
왜 f1 pro랑 4k는 같이안팔지moba랑 promax는 같이파는디4k만 따로 팔기도함? f1 pro가 가볍다길래 그거 사고싶은디
","/mgallery/board/view/?id=mouse&no=655034&search_head=0&page=2
"
[💭일반],고민은 배송을 늦출뿐,Spectrum1,"
프리미엄2로 개선?된 4mm 오케아누스   - dc official App
","/mgallery/board/view/?id=mouse&no=655033&search_head=0&page=2
"
[💭일반],데브삼 케이블c타입이야?,ㅇㅇ,"
하이퍼동글하고 같이쓸라는데 하이퍼동글이 c타입밖에 호환안된다는데 데브삼 기본구성품에 있는 usb케이블로 가능??
","/mgallery/board/view/?id=mouse&no=655032&search_head=0&page=2
"
[💭일반],에이펙스레전드 하시는 분들 혹시 패드 어떤 거 쓰시나여,ㅇㅇ,"
전에ㅜ뭣도 모르고 브레이킹 패드 써서 이번엔 슬라 써보려고 하는데 혹시 뭐 쓰시는지 알려주고 가시면 감사하겠습니다
","/mgallery/board/view/?id=mouse&no=655031&search_head=0&page=2
"
[💭일반],파마 이새끼들 어제 발송 안했네,ㅇㅇ,"
today ㅇㅈㄹ하면서 최소 오늘 새벽에 쉽 뜬 사람들 있어야 되는데 하나도 없네난 222라서 어차피 12월쯤 받을 거 같은데
","/mgallery/board/view/?id=mouse&no=655030&search_head=0&page=2
"
[💭일반],"레이저 데스에더 v3 pro 처음 사보려는데, 충전 자주해줘야함?",감차,"
1. 휴대폰충전기로도 충전 가능한가요?2. 충전 얼마만에 해줘야하나요? 1000hz로 쓸 예정
","/mgallery/board/view/?id=mouse&no=655029&search_head=0&page=2
"
[💭일반],바이퍼 미니 고장났는데 비누 사면 될까?,ㅇㅇ,"
17/10/10 고감도 핑거그립 유저인데2년 된 유선 바미니 휠클릭이 오락가락해서 새로 사려는데 코브라 말고 비누 사도 될까?휠 고장난 바미니 사용샷 올림
","/mgallery/board/view/?id=mouse&no=655027&search_head=0&page=2
"
[💭일반],마붕이들이 좋아하는 경량 타공 신제품 출시됐다,고급노예,"
마우스는 아니고 아파트다
","/mgallery/board/view/?id=mouse&no=655025&search_head=0&page=2
"
[💭일반],아컨2 화이트랑 사쿠라랑 차이있음?,ㅇㅇ,"
둘다 써본 사람 알려줘
","/mgallery/board/view/?id=mouse&no=655024&search_head=0&page=2
"
[💭일반],님들 서든용으로 이거 좋나요?,ㅇㅇ,"
- dc official App
","/mgallery/board/view/?id=mouse&no=655023&search_head=0&page=2
"
[💭일반],잠자리 상위호환 있냐?,ㅇㅇ,"
비슷한 쉘에 더 가벼운거근데 무타공 다시 오니까타공은 안꼴리네타공 밖에 없을거 같은데
","/mgallery/board/view/?id=mouse&no=655022&search_head=0&page=2
"
[💭일반],사고싶은거 일단 다 모았음,ㅇㅇ,"
이제 바브삼 프로만 나와주면 더이상 안살듯 
","/mgallery/board/view/?id=mouse&no=655021&search_head=0&page=2
"
[💭일반],피트랑 그립테이프도 은근 돈깨지네,ㅇㅇ,"
별 생각안하고 질렀는데 구매내역보니까 20넘게 썼노- dc official App
","/mgallery/board/view/?id=mouse&no=655020&search_head=0&page=2
"
[💭일반],람주는 정가주고 사면되지?,ㅇㅇ,"
람주 쏜 살 예정인데 얘는 할인 안하지?
","/mgallery/board/view/?id=mouse&no=655019&search_head=0&page=2
"
[💭일반],사슴쓰는 마붕이 있어? 사슴살라는디 팜레스트 추천좀 ㅎㅎ..,온노기,"
팜레스트도 살라구요 
","/mgallery/board/view/?id=mouse&no=655018&search_head=0&page=2
"
[💭일반],quaoar 오케아누스 사볼까...,Spectrum1,"
ㅌㅇㅂㅇ에서 살거 있는김에 같이 살까나...  ㅌㅇㅂㅇ에는 전부 프리미엄2로 리뉴얼 됐네  히엔이나 비너스프로 느낌일거 같은데 후기가 없어서 고민임 ㅌㅇㅂㅇ후기에는 습기에 강한편이라 더욱 히엔,비너스과일거 같긴한데  배송비빼면 4.8   - dc official App
","/mgallery/board/view/?id=mouse&no=655017&search_head=0&page=2
"
[💭일반],코브라 유선은 가격 언제 떨어짐,ㅇㅇ,"
바미니 옆그레이드던데 바미니 만큼 떨어져야 살만할듯
","/mgallery/board/view/?id=mouse&no=655016&search_head=0&page=2
"
[💭일반],알리에서 파는 마패 짭도 있겠지?,ㅇㅇ,"
너무 싸서 존나 사고 싶네
","/mgallery/board/view/?id=mouse&no=655015&search_head=0&page=2
"
[💭일반],콘 퓨어 무선 안냄?,ㅇㅇ,"
이 싯팔 콘 퓨어 쉘에 코팅 바꾸고 무선으로 만들면 바로 사는데 왜 안 만드냐고 시발련들아 
","/mgallery/board/view/?id=mouse&no=655014&search_head=0&page=2
"
[💭일반],더블클릭 해결했다,ㅇㅇ,"
는 이제 휠이 말썽일 예정
","/mgallery/board/view/?id=mouse&no=655013&search_head=0&page=2
"
[💭일반],지슈라랑 비슷하게 생기고 폴링높은거 추천해달랬더니,ㅇㅇ,"
어떤사람이 잠자리 추천해주는데 거르면되는거임?찾아보니까 등하고 엉덩이쪽 존나낮던데 뭐가 비슷하다는겨;; 
","/mgallery/board/view/?id=mouse&no=655012&search_head=0&page=2
"
[💭일반],AJ199 빌퀄이 ㄹㅇ 못써먹을 수준이냐,ㅇㅇ,"
치와와라 잠자리 손에 너무 커서 이걸로 넘어갈까함. 
","/mgallery/board/view/?id=mouse&no=655011&search_head=0&page=2
"
[💭일반],마우스 g102 g304 밖에 안써봤는데,ㅇㅇ,"
잠자린가 그게 씹가성비 맞음? 바로 사면됨? 
","/mgallery/board/view/?id=mouse&no=655010&search_head=0&page=2
"
[💭일반],로지텍은 덥클 이슈가 너무큼,타무,"
내가 가지고있는거 다 덥클로 가버려서 1년도 못채우고
","/mgallery/board/view/?id=mouse&no=655009&search_head=0&page=2
"
[💭일반],바미니 As 받은거 오는중,타무,"
공식수입사에서  오는건데새거로 보내주는거 같음판매는 중단시켰는데 AS용 제품들은 남겨두긴 했나봐
","/mgallery/board/view/?id=mouse&no=655008&search_head=0&page=2
"
